Address,Country ,State,City,New customer records
"SturgeonBay, WI",US,WI,SturgeonBay,2
"CliffsidePark, NJ",US,NJ,CliffsidePark,2
"Slingerlands, NY",US,NY,Slingerlands,2
"IndianWells, CA",US,CA,IndianWells,2
"StevensPoint, WI",US,WI,StevensPoint,2
"WestMilford, NJ",US,NJ,WestMilford,2
"NewPhiladelphia, OH",US,OH,NewPhiladelphia,2
"NorthHighlands, CA",US,CA,NorthHighlands,2
"StevensonRanch, CA",US,CA,StevensonRanch,2
"LosAlamitos, CA",US,CA,LosAlamitos,2
"BriarcliffManor, NY",US,NY,BriarcliffManor,2
"NorthPotomac, MD",US,MD,NorthPotomac,2
"SaintMichael, MN",US,MN,SaintMichael,2
"EmeraldHills, CA",US,CA,EmeraldHills,2
"Farmingville, NY",US,NY,Farmingville,2
"Philipsburg, PA",US,PA,Philipsburg,2
"MunroeFalls, OH",US,OH,MunroeFalls,2
"WallTownship, NJ",US,NJ,WallTownship,2
"PeachtreeCity, GA",US,GA,PeachtreeCity,2
"BuffaloGrove, IL",US,IL,BuffaloGrove,2
"ChagrinFalls, OH",US,OH,ChagrinFalls,2
"PortHueneme, CA",US,CA,PortHueneme,2
"Forestville, CA",US,CA,Forestville,2
"HuberHeights, OH",US,OH,HuberHeights,2
"BrooklynPark, MN",US,MN,BrooklynPark,2
"TerracePark, OH",US,OH,TerracePark,2
"OlympiaFields, IL",US,IL,OlympiaFields,2
"Morganville, NJ",US,NJ,Morganville,2
"GrandIsland, NY",US,NY,GrandIsland,2
"ElDoradoHills, CA",US,CA,ElDoradoHills,2
"Washingtonville, NY",US,NY,Washingtonville,2
"CollegePark, GA",US,GA,CollegePark,2
"OaklandPark, FL",US,FL,OaklandPark,2
"HasbrouckHeights, NJ",US,NJ,HasbrouckHeights,2
"MissionHills, CA",US,CA,MissionHills,2
"EastWenatchee, WA",US,WA,EastWenatchee,2
"CastleHayne, NC",US,NC,CastleHayne,2
"WillowGrove, PA",US,PA,WillowGrove,2
"JurupaValley, CA",US,CA,JurupaValley,2
"NorthRidgeville, OH",US,OH,NorthRidgeville,2
"WichitaFalls, TX",US,TX,WichitaFalls,2
"EastHanover, NJ",US,NJ,EastHanover,2
"Hainesville, IL",US,IL,Hainesville,2
"Collingswood, NJ",US,NJ,Collingswood,2
"GardenRidge, TX",US,TX,GardenRidge,2
"MoncksCorner, SC",US,SC,MoncksCorner,2
"MelrosePark, IL",US,IL,MelrosePark,2
"MidwestCity, OK",US,OK,MidwestCity,2
"Bridgewater, MA",US,MA,Bridgewater,2
"Philadelphia, AL",US,AL,Philadelphia,2
"DullesTownCenter, VA",US,VA,DullesTownCenter,2
"LehighAcres, FL",US,FL,LehighAcres,2
"OttawaHills, OH",US,OH,OttawaHills,2
"BayHarborIslands, FL",US,FL,BayHarborIslands,2
"Greencastle, PA",US,PA,Greencastle,2
"OaklandGardens, NY",US,NY,OaklandGardens,2
"SouthPlainfield, NJ",US,NJ,SouthPlainfield,2
"Hummelstown, PA",US,PA,Hummelstown,2
"ProvidenceForge, VA",US,VA,ProvidenceForge,2
"NorthPlains, OR",US,OR,NorthPlains,2
"Wallingford, PA",US,PA,Wallingford,2
"LongboatKey, FL",US,FL,LongboatKey,2
"ThompsonsStation, TN",US,TN,ThompsonsStation,2
"NorthLiberty, IA",US,IA,NorthLiberty,2
"MonroeTownship, NJ",US,NJ,MonroeTownship,2
"MidlandPark, NJ",US,NJ,MidlandPark,2
"BloomfieldTownship, MI",US,MI,BloomfieldTownship,2
"HollySprings, GA",US,GA,HollySprings,2
"MiamiSprings, FL",US,FL,MiamiSprings,2
"SaintClairShores, MI",US,MI,SaintClairShores,2
"NewburyPark, CA",US,CA,NewburyPark,2
"BlueSprings, MO",US,MO,BlueSprings,2
"GrandIsland, NE",US,NE,GrandIsland,2
"FranklinLakes, NJ",US,NJ,FranklinLakes,2
"Lincolnshire, IL",US,IL,Lincolnshire,2
"EagleMountain, UT",US,UT,EagleMountain,2
"HappyValley, OR",US,OR,HappyValley,2
"ClarksSummit, PA",US,PA,ClarksSummit,2
"GrandRapids, MN",US,MN,GrandRapids,2
"Davidsonville, MD",US,MD,Davidsonville,2
"LibertyTownship, OH",US,OH,LibertyTownship,2
"Robbinsdale, MN",US,MN,Robbinsdale,2
"VineyardHaven, MA",US,MA,VineyardHaven,2
"MountainBrook, AL",US,AL,MountainBrook,2
"ForkedRiver, NJ",US,NJ,ForkedRiver,2
"Nolensville, TN",US,TN,Nolensville,2
"CorteMadera, CA",US,CA,CorteMadera,2
"SaintAlbans, WV",US,WV,SaintAlbans,2
"TarponSprings, FL",US,FL,TarponSprings,2
"MiddleRiver, MD",US,MD,MiddleRiver,2
"MelbourneBeach, FL",US,FL,MelbourneBeach,2
"WillowStreet, PA",US,PA,WillowStreet,2
"Greeneville, TN",US,TN,Greeneville,2
"SevernaPark, MD",US,MD,SevernaPark,2
"HighlandHeights, OH",US,OH,HighlandHeights,2
"MaysLanding, NJ",US,NJ,MaysLanding,2
"EssexJunction, VT",US,VT,EssexJunction,2
"EastElmhurst, NY",US,NY,EastElmhurst,2
"HighlandFalls, NY",US,NY,HighlandFalls,2
"Southington, CT",US,CT,Southington,2
"RiverdalePark, MD",US,MD,RiverdalePark,2
"FlowerMound, TX",US,TX,FlowerMound,2
"SunsetBeach, NC",US,NC,SunsetBeach,2
"Collegeville, PA",US,PA,Collegeville,2
"Hillsborough, CA",US,CA,Hillsborough,2
"NeptuneCity, NJ",US,NJ,NeptuneCity,2
"SouthPortland, ME",US,ME,SouthPortland,2
"HowardBeach, NY",US,NY,HowardBeach,2
"SpringValley, CA",US,CA,SpringValley,2
"ChattahoocheeHills, GA",US,GA,ChattahoocheeHills,2
"Madisonville, KY",US,KY,Madisonville,2
"Barboursville, WV",US,WV,Barboursville,2
"RockvilleCentre, NY",US,NY,RockvilleCentre,2
"EastStroudsburg, PA",US,PA,EastStroudsburg,2
"Edwardsville, IL",US,IL,Edwardsville,2
"NorthReading, MA",US,MA,NorthReading,2
"Trumansburg, NY",US,NY,Trumansburg,2
"ClintonTownship, MI",US,MI,ClintonTownship,2
"Castroville, TX",US,TX,Castroville,2
"Taylorsville, UT",US,UT,Taylorsville,2
"PleasantValley, NY",US,NY,PleasantValley,2
"ElkGroveVillage, IL",US,IL,ElkGroveVillage,2
"MonmouthJunction, NJ",US,NJ,MonmouthJunction,2
"FloweryBranch, GA",US,GA,FloweryBranch,2
"Hollidaysburg, PA",US,PA,Hollidaysburg,2
"Lambertville, NJ",US,NJ,Lambertville,2
"SouthwestRanches, FL",US,FL,SouthwestRanches,2
"ChestnutHill, MA",US,MA,ChestnutHill,2
"GrossePointeWoods, MI",US,MI,GrossePointeWoods,2
"Fisherville, KY",US,KY,Fisherville,2
"NorthCanton, OH",US,OH,NorthCanton,2
"Weatherford, OK",US,OK,Weatherford,2
"SaintClairsville, OH",US,OH,SaintClairsville,2
"HialeahGardens, FL",US,FL,HialeahGardens,2
"EastWindsor, NJ",US,NJ,EastWindsor,2
"Niuyakahistorical, AL",US,AL,Niuyakahistorical,2
"Statesville, NC",US,NC,Statesville,2
"PortAngeles, WA",US,WA,PortAngeles,2
"AtlanticHighlands, NJ",US,NJ,AtlanticHighlands,2
"Peterborough, NH",US,NH,Peterborough,2
"FranklinSquare, NY",US,NY,FranklinSquare,2
"PortOrchard, WA",US,WA,PortOrchard,2
"WestSaintPaul, MN",US,MN,WestSaintPaul,2
"NewSmyrnaBeach, FL",US,FL,NewSmyrnaBeach,2
"NorthRiverside, IL",US,IL,NorthRiverside,2
"DrippingSprings, TX",US,TX,DrippingSprings,2
"Mountainside, NJ",US,NJ,Mountainside,2
"Pipersville, PA",US,PA,Pipersville,2
"SaintJoseph, MN",US,MN,SaintJoseph,2
"NorthAurora, IL",US,IL,NorthAurora,2
"NewFranklin, OH",US,OH,NewFranklin,2
"FarRockaway, NY",US,NY,FarRockaway,2
"SteamboatSprings, CO",US,CO,SteamboatSprings,2
"Pleasantville, NY",US,NY,Pleasantville,2
"ImperialBeach, CA",US,CA,ImperialBeach,2
"Cockeysville, MD",US,MD,Cockeysville,2
"OliveBranch, MS",US,MS,OliveBranch,2
"Farmingdale, NY",US,NY,Farmingdale,2
"NewPortRichey, FL",US,FL,NewPortRichey,2
"Canandaigua, NY",US,NY,Canandaigua,2
"Meridianville, AL",US,AL,Meridianville,2
"Killingworth, CT",US,CT,Killingworth,2
"PinellasPark, FL",US,FL,PinellasPark,2
"WillistonPark, NY",US,NY,WillistonPark,2
"HoneoyeFalls, NY",US,NY,HoneoyeFalls,2
"LittleSilver, NJ",US,NJ,LittleSilver,2
"PortChester, NY",US,NY,PortChester,2
"Burtonsville, MD",US,MD,Burtonsville,2
"LittleChute, WI",US,WI,LittleChute,2
"SaintLouisPark, MN",US,MN,SaintLouisPark,2
"LauderdalebytheSea, FL",US,FL,LauderdalebytheSea,2
"Kernersville, NC",US,NC,Kernersville,2
"Marlborough, MA",US,MA,Marlborough,2
"UniversityPlace, WA",US,WA,UniversityPlace,2
"SanJuanBautista, CA",US,CA,SanJuanBautista,2
"IslandHeights, NJ",US,NJ,IslandHeights,2
"Pickerington, OH",US,OH,Pickerington,2
"GrossePointeShores, MI",US,MI,GrossePointeShores,2
"Albertville, AL",US,AL,Albertville,2
"EastFalmouth, MA",US,MA,EastFalmouth,2
"BoulderCity, NV",US,NV,BoulderCity,2
"NorthArlington, NJ",US,NJ,NorthArlington,2
"GrossePointeFarms, MI",US,MI,GrossePointeFarms,2
"MendotaHeights, MN",US,MN,MendotaHeights,2
"NorthBabylon, NY",US,NY,NorthBabylon,2
"RiversidePark, NJ",US,NJ,RiversidePark,2
"BowlingGreen, OH",US,OH,BowlingGreen,2
"Chillicothe, OH",US,OH,Chillicothe,2
"OceanShores, WA",US,WA,OceanShores,2
"MontBelvieu, TX",US,TX,MontBelvieu,2
"Belchertown, MA",US,MA,Belchertown,2
"LakeStevens, WA",US,WA,LakeStevens,2
"Zephyrhills, FL",US,FL,Zephyrhills,2
"Westminster, CA",US,CA,Westminster,2
"Plattsburgh, NY",US,NY,Plattsburgh,2
"SharonSprings, NY",US,NY,SharonSprings,2
"PoconoSummit, PA",US,PA,PoconoSummit,2
"WindsorMill, MD",US,MD,WindsorMill,2
"EastGrandRapids, MI",US,MI,EastGrandRapids,2
"Youngsville, NC",US,NC,Youngsville,2
"ColdSpringHarbor, NY",US,NY,ColdSpringHarbor,2
"SacketsHarbor, NY",US,NY,SacketsHarbor,2
"SouthEuclid, OH",US,OH,SouthEuclid,2
"EastNorthport, NY",US,NY,EastNorthport,2
"Christiansted, VI",US,VI,Christiansted,2
"NorthBellmore, NY",US,NY,NorthBellmore,2
"SouthRiding, VA",US,VA,SouthRiding,2
"RockawayPark, NY",US,NY,RockawayPark,2
"BerrienSprings, MI",US,MI,BerrienSprings,2
"MountVernon, WA",US,WA,MountVernon,2
"AuburnHills, MI",US,MI,AuburnHills,2
"Wethersfield, CT",US,CT,Wethersfield,2
"Cinnaminson, NJ",US,NJ,Cinnaminson,2
"Schererville, IN",US,IN,Schererville,2
"MountainTop, PA",US,PA,MountainTop,2
"FreshMeadows, NY",US,NY,FreshMeadows,2
"NewProvidence, NJ",US,NJ,NewProvidence,2
"CharlesTown, WV",US,WV,CharlesTown,2
"LakeForestPark, WA",US,WA,LakeForestPark,2
"SmithsStation, AL",US,AL,SmithsStation,2
"Harleysville, PA",US,PA,Harleysville,2
"BoulderCreek, CA",US,CA,BoulderCreek,2
"LakeElsinore, CA",US,CA,LakeElsinore,2
"Baldwinsville, NY",US,NY,Baldwinsville,2
"Roy, UT",US,UT,Roy,2
"Elmsford, NY",US,NY,Elmsford,2
"BlueAsh, OH",US,OH,BlueAsh,2
"WoodRidge, NJ",US,NJ,WoodRidge,2
"Franklin, WI",US,WI,Franklin,2
"GlenEllen, CA",US,CA,GlenEllen,2
"Snoqualmie, WA",US,WA,Snoqualmie,2
"Kerrville, TX",US,TX,Kerrville,2
"WhiteBluff, TN",US,TN,WhiteBluff,2
"Fords, NJ",US,NJ,Fords,2
"Westwood, NJ",US,NJ,Westwood,2
"Verona, PA",US,PA,Verona,2
"Pinole, CA",US,CA,Pinole,2
"Smithfield, VA",US,VA,Smithfield,2
"Dothan, AL",US,AL,Dothan,2
"Aromas, CA",US,CA,Aromas,2
"Denver, NC",US,NC,Denver,2
"Hanford, CA",US,CA,Hanford,2
"Sayville, NY",US,NY,Sayville,2
"Bellmore, NY",US,NY,Bellmore,2
"VillaRica, GA",US,GA,VillaRica,2
"FortThomas, KY",US,KY,FortThomas,2
"Broussard, LA",US,LA,Broussard,2
"Grinnell, IA",US,IA,Grinnell,2
"SiouxCity, IA",US,IA,SiouxCity,2
"ElCentro, CA",US,CA,ElCentro,2
"Orangevale, CA",US,CA,Orangevale,2
"Abbotsford, BC",CA,BC,Abbotsford,2
"Bradford, VT",US,VT,Bradford,2
"LongValley, NJ",US,NJ,LongValley,2
"Nederland, TX",US,TX,Nederland,2
"Waterloo, IA",US,IA,Waterloo,2
"VillaPark, CA",US,CA,VillaPark,2
"Jeannette, PA",US,PA,Jeannette,2
"Jackson, WI",US,WI,Jackson,2
"Garwood, NJ",US,NJ,Garwood,2
"Versailles, KY",US,KY,Versailles,2
"Crestline, CA",US,CA,Crestline,2
"Burlington, ON",CA,ON,Burlington,2
"NewMarket, MD",US,MD,NewMarket,2
"Zion, IL",US,IL,Zion,2
"Bulverde, TX",US,TX,Bulverde,2
"Solon, OH",US,OH,Solon,2
"Hyannis, MA",US,MA,Hyannis,2
"Newfield, NY",US,NY,Newfield,2
"Bedford, OH",US,OH,Bedford,2
"Steilacoom, WA",US,WA,Steilacoom,2
"MorganCity, LA",US,LA,MorganCity,2
"Sylmar, CA",US,CA,Sylmar,2
"Leeds, ENG",GB,ENG,Leeds,2
"Austell, GA",US,GA,Austell,2
"Lincoln, MA",US,MA,Lincoln,2
"WhiteHall, AR",US,AR,WhiteHall,2
"Poquoson, VA",US,VA,Poquoson,2
"Tarrytown, NY",US,NY,Tarrytown,2
"Temperance, MI",US,MI,Temperance,2
"Niskayuna, NY",US,NY,Niskayuna,2
"Mentor, OH",US,OH,Mentor,2
"Monmouth, ME",US,ME,Monmouth,2
"Pomona, NY",US,NY,Pomona,2
"NewMarket, AL",US,AL,NewMarket,2
"Clark, NJ",US,NJ,Clark,2
"Paramus, NJ",US,NJ,Paramus,2
"Saginaw, MI",US,MI,Saginaw,2
"Matteson, IL",US,IL,Matteson,2
"Eldersburg, MD",US,MD,Eldersburg,2
"Orefield, PA",US,PA,Orefield,2
"Patchogue, NY",US,NY,Patchogue,2
"NewTown, PA",US,PA,NewTown,2
"Blacklick, OH",US,OH,Blacklick,2
"Bokeelia, FL",US,FL,Bokeelia,2
"Weslaco, TX",US,TX,Weslaco,2
"Hayden, ID",US,ID,Hayden,2
"Brewster, NY",US,NY,Brewster,2
"Liberty, MO",US,MO,Liberty,2
"Malvern, PA",US,PA,Malvern,2
"Opelousas, LA",US,LA,Opelousas,2
"Hamilton, ON",CA,ON,Hamilton,2
"CoonRapids, MN",US,MN,CoonRapids,2
"Fenton, MI",US,MI,Fenton,2
"Elizabeth, NJ",US,NJ,Elizabeth,2
"RidleyPark, PA",US,PA,RidleyPark,2
"Westfield, MA",US,MA,Westfield,2
"Amherst, MA",US,MA,Amherst,2
"Waunakee, WI",US,WI,Waunakee,2
"Woodway, TX",US,TX,Woodway,2
"Evergreen, CO",US,CO,Evergreen,2
"Nashville, NC",US,NC,Nashville,2
"Billerica, MA",US,MA,Billerica,2
"Magnolia, AR",US,AR,Magnolia,2
"Oakdale, NY",US,NY,Oakdale,2
"Walden, NY",US,NY,Walden,2
"Dover, NJ",US,NJ,Dover,2
"Fairhaven, MA",US,MA,Fairhaven,2
"Northglenn, CO",US,CO,Northglenn,2
"Hurricane, WV",US,WV,Hurricane,2
"Lucas, TX",US,TX,Lucas,2
"Stanton, CA",US,CA,Stanton,2
"NewHope, PA",US,PA,NewHope,2
"Montgomery, TX",US,TX,Montgomery,2
"Newburgh, NY",US,NY,Newburgh,2
"Tooele, UT",US,UT,Tooele,2
"Scranton, PA",US,PA,Scranton,2
"FortLupton, CO",US,CO,FortLupton,2
"Brewster, MA",US,MA,Brewster,2
"Copley, OH",US,OH,Copley,2
"Upton, MA",US,MA,Upton,2
"Stillwater, MN",US,MN,Stillwater,2
"Damascus, MD",US,MD,Damascus,2
"Cresco, PA",US,PA,Cresco,2
"DixHills, NY",US,NY,DixHills,2
"Hudson, OH",US,OH,Hudson,2
"PuntaGorda, FL",US,FL,PuntaGorda,2
"Secane, PA",US,PA,Secane,2
"SouthMiami, FL",US,FL,SouthMiami,2
"Seguin, TX",US,TX,Seguin,2
"Foley, AL",US,AL,Foley,2
"Clemmons, NC",US,NC,Clemmons,2
"Aberdeen, MD",US,MD,Aberdeen,2
"Bonita, CA",US,CA,Bonita,2
"CrossRoads, TX",US,TX,CrossRoads,2
"StonyBrook, NY",US,NY,StonyBrook,2
"Alpena, MI",US,MI,Alpena,2
"Gorham, ME",US,ME,Gorham,2
"Lakewood, WA",US,WA,Lakewood,2
"Camillus, NY",US,NY,Camillus,2
"Wayland, MA",US,MA,Wayland,2
"Devon, PA",US,PA,Devon,2
"Goochland, VA",US,VA,Goochland,2
"Plaquemine, LA",US,LA,Plaquemine,2
"RockyMount, NC",US,NC,RockyMount,2
"Chatham, IL",US,IL,Chatham,2
"Pittsburg, CA",US,CA,Pittsburg,2
"Lyons, IL",US,IL,Lyons,2
"Ardmore, PA",US,PA,Ardmore,2
"Springdale, AR",US,AR,Springdale,2
"Easton, CT",US,CT,Easton,2
"OrlandPark, IL",US,IL,OrlandPark,2
"GatesMills, OH",US,OH,GatesMills,2
"BurrRidge, IL",US,IL,BurrRidge,2
"Midvale, UT",US,UT,Midvale,2
"IowaColony, TX",US,TX,IowaColony,2
"Cambria, CA",US,CA,Cambria,2
"Pinecrest, FL",US,FL,Pinecrest,2
"Mattapan, MA",US,MA,Mattapan,2
"Menasha, WI",US,WI,Menasha,2
"Columbus, MS",US,MS,Columbus,2
"FallRiver, MA",US,MA,FallRiver,2
"TippCity, OH",US,OH,TippCity,2
"Goldsboro, NC",US,NC,Goldsboro,2
"Aspen, CO",US,CO,Aspen,2
"ForestPark, IL",US,IL,ForestPark,2
"Greensburg, IN",US,IN,Greensburg,2
"Oregon, OH",US,OH,Oregon,2
"QuinteWest, ON",CA,ON,QuinteWest,2
"LaHabra, CA",US,CA,LaHabra,2
"Elko, NV",US,NV,Elko,2
"Arlington, NY",US,NY,Arlington,2
"Hamilton, IN",US,IN,Hamilton,2
"Powell, TN",US,TN,Powell,2
"Seaford, NY",US,NY,Seaford,2
"RockyHill, NJ",US,NJ,RockyHill,2
"HoHoKus, NJ",US,NJ,HoHoKus,2
"Pemberton, BC",CA,BC,Pemberton,2
"Gloucester, VA",US,VA,Gloucester,2
"Janesville, WI",US,WI,Janesville,2
"Lynden, WA",US,WA,Lynden,2
"Bartlett, IL",US,IL,Bartlett,2
"Tamuning, GU",US,GU,Tamuning,2
"Wolcott, CT",US,CT,Wolcott,2
"Lancaster, NY",US,NY,Lancaster,2
"Lakeville, MN",US,MN,Lakeville,2
"Crowley, TX",US,TX,Crowley,2
"Lithia, FL",US,FL,Lithia,2
"Saugerties, NY",US,NY,Saugerties,2
"Mahwah, NJ",US,NJ,Mahwah,2
"Bartow, FL",US,FL,Bartow,2
"Savage, MN",US,MN,Savage,2
"Goshen, NY",US,NY,Goshen,2
"Huron, OH",US,OH,Huron,2
"Leland, NC",US,NC,Leland,2
"Rockland, ME",US,ME,Rockland,2
"Cornwall, ON",CA,ON,Cornwall,2
"Bangor, ME",US,ME,Bangor,2
"Fairport, NY",US,NY,Fairport,2
"Thornton, PA",US,PA,Thornton,2
"Bernville, PA",US,PA,Bernville,2
"Nokesville, VA",US,VA,Nokesville,2
"Nutley, NJ",US,NJ,Nutley,2
"Dalton, GA",US,GA,Dalton,2
"Dickson, TN",US,TN,Dickson,2
"Polson, MT",US,MT,Polson,2
"Avon, OH",US,OH,Avon,2
"Tuckahoe, NY",US,NY,Tuckahoe,2
"Woodbridge, CT",US,CT,Woodbridge,2
"SpringLake, NC",US,NC,SpringLake,2
"Burley, ID",US,ID,Burley,2
"Bessemer, AL",US,AL,Bessemer,2
"Zebulon, NC",US,NC,Zebulon,2
"Elkton, SD",US,SD,Elkton,2
"ArdenHills, MN",US,MN,ArdenHills,2
"Ankeny, IA",US,IA,Ankeny,2
"Alabaster, AL",US,AL,Alabaster,2
"Clearfield, UT",US,UT,Clearfield,2
"Pittsfield, MA",US,MA,Pittsfield,2
"Middletown, OH",US,OH,Middletown,2
"Yukon, OK",US,OK,Yukon,2
"Sedona, AZ",US,AZ,Sedona,2
"Blackwood, NJ",US,NJ,Blackwood,2
"Altoona, PA",US,PA,Altoona,2
"Crosby, TX",US,TX,Crosby,2
"Riverside, CT",US,CT,Riverside,2
"CanonCity, CO",US,CO,CanonCity,2
"EastTroy, WI",US,WI,EastTroy,2
"Newark, OH",US,OH,Newark,2
"Okemos, MI",US,MI,Okemos,2
"Milton, GA",US,GA,Milton,2
"Richmond, KY",US,KY,Richmond,2
"TinleyPark, IL",US,IL,TinleyPark,2
"Winooski, VT",US,VT,Winooski,2
"Roslyn, NY",US,NY,Roslyn,2
"BayHead, NJ",US,NJ,BayHead,2
"Italy, TX",US,TX,Italy,2
"Bountiful, UT",US,UT,Bountiful,2
"Tonawanda, NY",US,NY,Tonawanda,2
"Flint, MI",US,MI,Flint,2
"RioGrande, PR",US,PR,RioGrande,2
"JoshuaTree, CA",US,CA,JoshuaTree,2
"Lynnfield, MA",US,MA,Lynnfield,2
"Raritan, NJ",US,NJ,Raritan,2
"Irondale, AL",US,AL,Irondale,2
"Greendale, WI",US,WI,Greendale,2
"SpringLake, NJ",US,NJ,SpringLake,2
"Lebanon, KY",US,KY,Lebanon,2
"Albany, GA",US,GA,Albany,2
"Booneville, MS",US,MS,Booneville,2
"Belvidere, IL",US,IL,Belvidere,2
"Hopewell, VA",US,VA,Hopewell,2
"Lancaster, TX",US,TX,Lancaster,2
"Weston, MA",US,MA,Weston,2
"Plainfield, IN",US,IN,Plainfield,2
"Cheltenham, PA",US,PA,Cheltenham,2
"LiveOak, TX",US,TX,LiveOak,2
"MountDora, FL",US,FL,MountDora,2
"Farmington, MN",US,MN,Farmington,2
"Belmont, MI",US,MI,Belmont,2
"Redmond, OR",US,OR,Redmond,2
"WestMonroe, LA",US,LA,WestMonroe,2
"Ardsley, NY",US,NY,Ardsley,2
"Ashton, MD",US,MD,Ashton,2
"Landover, MD",US,MD,Landover,2
"Romeo, MI",US,MI,Romeo,2
"Yeadon, PA",US,PA,Yeadon,2
"Camden, SC",US,SC,Camden,2
"Carrollton, VA",US,VA,Carrollton,2
"Woonsocket, RI",US,RI,Woonsocket,2
"Bryant, AR",US,AR,Bryant,2
"Warrenton, VA",US,VA,Warrenton,2
"ShipBottom, NJ",US,NJ,ShipBottom,2
"Monroe, NY",US,NY,Monroe,2
"Chester, NJ",US,NJ,Chester,2
"Oskaloosa, IA",US,IA,Oskaloosa,2
"Sherwood, AR",US,AR,Sherwood,2
"Loveland, CO",US,CO,Loveland,2
"Pooler, GA",US,GA,Pooler,2
"Parrish, FL",US,FL,Parrish,2
"Richfield, MN",US,MN,Richfield,2
"Commack, NY",US,NY,Commack,2
"Cadott, WI",US,WI,Cadott,2
"Loudon, TN",US,TN,Loudon,2
"Asheboro, NC",US,NC,Asheboro,2
"Eustis, FL",US,FL,Eustis,2
"Croydon, ENG",GB,ENG,Croydon,2
"FairView, TN",US,TN,FairView,2
"Pembina, ND",US,ND,Pembina,2
"Yorkville, IL",US,IL,Yorkville,2
"Greensburg, PA",US,PA,Greensburg,2
"Plymouth, WI",US,WI,Plymouth,2
"Kennebunk, ME",US,ME,Kennebunk,2
"GoldRiver, CA",US,CA,GoldRiver,2
"Plaistow, NH",US,NH,Plaistow,2
"Gaston, SC",US,SC,Gaston,2
"WestNewton, MA",US,MA,WestNewton,2
"Patterson, CA",US,CA,Patterson,2
"PearlCity, HI",US,HI,PearlCity,2
"Warrior, AL",US,AL,Warrior,2
"Cicero, IL",US,IL,Cicero,2
"Brookings, SD",US,SD,Brookings,2
"Luling, LA",US,LA,Luling,2
"Midland, MI",US,MI,Midland,2
"Tyngsboro, MA",US,MA,Tyngsboro,2
"NewHope, MN",US,MN,NewHope,2
"Woodbine, MD",US,MD,Woodbine,2
"Utica, NY",US,NY,Utica,2
"Bellefonte, PA",US,PA,Bellefonte,2
"Norwalk, OH",US,OH,Norwalk,2
"Peekskill, NY",US,NY,Peekskill,2
"Montclair, VA",US,VA,Montclair,2
"Cocoa, FL",US,FL,Cocoa,2
"Cohasset, MA",US,MA,Cohasset,2
"Ojai, CA",US,CA,Ojai,2
"MountOlive, NJ",US,NJ,MountOlive,2
"Louisville, CO",US,CO,Louisville,2
"LinoLakes, MN",US,MN,LinoLakes,2
"PasoRobles, CA",US,CA,PasoRobles,2
"Forest, VA",US,VA,Forest,2
"LemonGrove, CA",US,CA,LemonGrove,2
"Lahaina, HI",US,HI,Lahaina,2
"Jessup, MD",US,MD,Jessup,2
"OakRidge, TN",US,TN,OakRidge,2
"Stowe, VT",US,VT,Stowe,2
"Belton, TX",US,TX,Belton,2
"Woodway, WA",US,WA,Woodway,2
"Dickinson, TX",US,TX,Dickinson,2
"Marrero, LA",US,LA,Marrero,2
"Millbrae, CA",US,CA,Millbrae,2
"Norwich, CT",US,CT,Norwich,2
"DeBary, FL",US,FL,DeBary,2
"Waban, MA",US,MA,Waban,2
"Belcamp, MD",US,MD,Belcamp,2
"Oxford, MI",US,MI,Oxford,2
"Rumson, NJ",US,NJ,Rumson,2
"Titusville, FL",US,FL,Titusville,2
"Metuchen, NJ",US,NJ,Metuchen,2
"Adel, GA",US,GA,Adel,2
"Carbondale, IL",US,IL,Carbondale,2
"Beaumont, TX",US,TX,Beaumont,2
"Arden, NC",US,NC,Arden,2
"Clay, NY",US,NY,Clay,2
"Morton, IL",US,IL,Morton,2
"Hickman, NE",US,NE,Hickman,2
"Pequannock, NJ",US,NJ,Pequannock,2
"Findlay, OH",US,OH,Findlay,2
"WheatRidge, CO",US,CO,WheatRidge,2
"Shoreview, MN",US,MN,Shoreview,2
"Marquette, MI",US,MI,Marquette,2
"Gallatin, TN",US,TN,Gallatin,2
"Exton, PA",US,PA,Exton,2
"Shorewood, IL",US,IL,Shorewood,2
"Stillwater, OK",US,OK,Stillwater,2
"Elkton, MD",US,MD,Elkton,2
"Latham, NY",US,NY,Latham,2
"Westford, MA",US,MA,Westford,2
"Peyton, CO",US,CO,Peyton,2
"Greenfield, IN",US,IN,Greenfield,2
"Owings, MD",US,MD,Owings,2
"Eatontown, NJ",US,NJ,Eatontown,2
"Ridgefield, WA",US,WA,Ridgefield,2
"Murray, UT",US,UT,Murray,2
"EastBoston, MA",US,MA,EastBoston,2
"Geneva, FL",US,FL,Geneva,2
"ZephyrCove, NV",US,NV,ZephyrCove,2
"Glennville, GA",US,GA,Glennville,2
"Elizabeth, PA",US,PA,Elizabeth,2
"Chehalis, WA",US,WA,Chehalis,2
"Ridgefield, CT",US,CT,Ridgefield,2
"IslandPark, NY",US,NY,IslandPark,2
"Duncan, SC",US,SC,Duncan,2
"Binghamton, NY",US,NY,Binghamton,2
"Bayport, NY",US,NY,Bayport,2
"Bedford, MA",US,MA,Bedford,2
"Hillsdale, NJ",US,NJ,Hillsdale,2
"Hauppauge, NY",US,NY,Hauppauge,2
"Kailua, HI",US,HI,Kailua,2
"CleElum, WA",US,WA,CleElum,2
"OroValley, AZ",US,AZ,OroValley,2
